Invoice Date,Invoice Number,Sku,Asin,Item Description,Quantity,Invoice Amount,Transaction Type,Ship To City,transaction_type,revenue_calc,shipping_loss_calc,units_sold_calc,needs_estimation,month_tag
2025-07-07,PNQ2-264,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1308.53,Shipment,BENGALURU,Shipment,1308.53,0.0,1,False,
2025-07-07,PNQ2-266,PS2_BLACK,B0BL1CYSW6,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,464.63,Shipment,NEW DELHI,Shipment,464.63,0.0,1,False,
2025-07-02,PNQ2-220,IN_MICMOUNT_X4,B0DZJQ8F1R,yantralay External Microphone Aluminium Mount Compatible with Insta 360 X4 X3 X2  Insta 360 Camera Accessories,1,-1471.0,Refund,Kanpur,Refund,-1471.0,0.0,0,False,
2025-07-07,PNQ2-267,PS2_BLACK,B0BL1CYSW6,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,0.0,FreeReplacement,MUZAFFARNAGAR,FreeReplacement,0.0,0.0,0,True,
2025-07-06,PNQ2-259,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1164.97,Shipment,Mumbai,Shipment,1164.97,0.0,1,False,
2025-07-05,PNQ2-251,PS2_BLACK,B0BL1CYSW6,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,-464.63,Refund,Shantigram,Refund,-464.63,0.0,0,False,
2025-07-08,PNQ2-268,ACCASEYTG9,B08NF6HMG6,yantralay YT G9 Vlogging Case with Dual Cold Shoe Mount for Hero 12 11 10 9  Removable 52mm Filter Ring  All in One Kit with Case Door  Lens Protector,1,1044.0,Shipment,MOHAMMADI,Shipment,1044.0,0.0,1,False,
2025-07-08,PNQ2-269,PS2_YELLOW,B0BL1HQ3C4,yantralay Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protection  Dur,1,499.0,Shipment,GHAZIABAD,Shipment,499.0,0.0,1,False,
2025-07-08,PNQ2-269,PS2_BLACK,B0BL1CYSW6,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,479.0,Shipment,GHAZIABAD,Shipment,479.0,0.0,1,False,
2025-07-08,PNQ2-271,GP10_RS4MINI_STARTRC,B0DZZFNDHP,yantralay Portable Carrying Storage Case for DJ I Ronin RS4Mini Gimbal EVA Handbag Travel Handheld Shoulder Bag  RS4MINI,1,2710.0,Shipment,New Delhi,Shipment,2710.0,0.0,1,False,
2025-07-08,PNQ2-272,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1201.0,Shipment,MADHYAMGRAM,Shipment,1201.0,0.0,1,False,
2025-07-08,PNQ2-270,PS2_BLUE,B0BL1H24P4,yantralay Controller Gamepad Carry Case   Ultimate Protection Compatible for PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protection  Dur,1,499.0,Shipment,AMBALA,Shipment,499.0,0.0,1,False,
2025-07-08,PNQ2-270,PS2_RED,B0BL1HF4NJ,yantralay Nylon Controller Gamepad Carry Case   Ultimate Protection Compatible For PS5 PS4 PS3 Switch Pro Xbox Joysticks Waterproof  Scratch Protectio,1,499.0,Shipment,AMBALA,Shipment,499.0,0.0,1,False,
2025-07-08,PNQ2-273,IN1_AL,B0D4536M61,yantralay 4 in 1 Motorcycle Mount Bundle with Unicorn Helmet Extension Arm Adhesive Kit Compatible for Insta360 One X4 X3 X2  ONE R RS  Hero 13 12 11,1,1987.0,Shipment,NEW DELHI,Shipment,1987.0,0.0,1,False,
2025-07-09,PNQ2-278,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1291.0,Shipment,THANE,Shipment,1291.0,0.0,1,False,
2025-07-09,PNQ2-277,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1349.0,Shipment,BENGALURU,Shipment,1349.0,0.0,1,False,
2025-07-09,PNQ2-276,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,1349.0,Shipment,KANNAUJ,Shipment,1349.0,0.0,1,False,
2025-07-06,PNQ2-258,GP47_NEW,B0DRYJZ6VH,Yantralay 360  Rotatable Camera Bike Mount Clamp Motorcycle Handlebar Pole Aluminium Mount for Insta360 X4 X3  Ace Pro Pro2  Hero13 12 11 10 9 For Os,1,-1254.57,Refund,GUMLA,Refund,-1254.57,0.0,0,False,
2025-07-06,PNQ2-258,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,-1200.63,Refund,GUMLA,Refund,-1200.63,0.0,0,False,
2025-07-08,PNQ2-275,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1201.0,Shipment,SISWA BAZAR,Shipment,1201.0,0.0,1,False,
2025-07-09,PNQ2-279,GP10_RS4MINI_STARTRC,B0DZZFNDHP,yantralay Portable Carrying Storage Case for DJ I Ronin RS4Mini Gimbal EVA Handbag Travel Handheld Shoulder Bag  RS4MINI,1,2631.0,Shipment,BENGALURU,Shipment,2631.0,0.0,1,False,
2025-07-09,PNQ2-280,PS1,B0BJBL1XBS,yantralay Polyester Dual Controller Hard Carry Case Compatible With Ps5 Ps4 Xbox Ipega Controllers   3 Layer Protection Travel Carry Case   Grey,1,905.0,Shipment,FARIDABAD,Shipment,905.0,0.0,1,False,
2025-07-08,PNQ2-274,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1291.0,Shipment,HYDERABAD,Shipment,1291.0,0.0,1,False,
2025-07-10,PNQ2-282,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1291.0,Shipment,MUMBAI,Shipment,1291.0,0.0,1,False,
2025-07-10,PNQ2-284,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,0.0,FreeReplacement,Greater Noida,FreeReplacement,0.0,0.0,0,True,
2025-07-10,PNQ2-285,GP12,B0D7BZ38X8,nan,1,0.0,Cancel,GURUGRAM,Cancel,0.0,0.0,0,False,
2025-07-10,PNQ2-287,ACCHARGERGP5_3,B08LYVPLR9,Yantralay 3 Channel AHDBT 501 Battery Charger for Hero 5 6 7   8 Black Action Camera   USB Cable Included   Fast Charging Dock,1,823.0,Shipment,BENGALURU,Shipment,823.0,0.0,1,False,
2025-07-10,PNQ2-283,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1201.0,Shipment,BENGALURU,Shipment,1201.0,0.0,1,False,
2025-07-10,PNQ2-286,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1291.0,Shipment,GURUGRAM,Shipment,1291.0,0.0,1,False,
2025-07-10,PNQ2-288,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1291.0,Shipment,NEW DELHI,Shipment,1291.0,0.0,1,False,
2025-07-03,PNQ2-233,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,2,-2402.0,Refund,BENGALURU,Refund,-2402.0,0.0,0,False,
2025-07-09,PNQ2-281,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1201.0,Shipment,PUNE,Shipment,1201.0,0.0,1,False,
2025-07-10,PNQ2-289,GP1620_TLS,B08S7D4LKH,yantralay Upgraded Helmet Chin Strap Mount for Hero 13 12 11 10 9 8 7 6 5  SJCAM  Insta 360   DJI Osmo Action 3   4   Adjustable   Secure Camera Moun,1,1201.0,Shipment,JAMMU,Shipment,1201.0,0.0,1,False,
2025-07-11,PNQ2-291,GP12,B0D7BZ38X8,yantralay Aluminium Car Suction Mount 360  Rotatable for Insta 360 X4 X3 X2  Ace Pro ONE R RS  Hero 13 12 11 10 9 8 7  DJI Osmo Action Series   All O,1,1291.0,Shipment,NOIDA,Shipment,1291.0,0.0,1,False,
2025-07-02,PNQ2-223,MS_GP34,B0DG2LBC8V,yantralay Magnetic Neck Mount   2 in 1 Flexible Holder for Phones and Action Cameras   Adjustable Neck Strap  Secure Magnetic Magsaf Mounts  for Gopro,1,-2078.0,Refund,GURUGRAM,Refund,-2078.0,0.0,0,False,
